NOTAM_REC_ID,FNS_ID,FILENAME,NOTAM_ID,NOTAM_TYPE,RELATED_NOTAM_ID,SIMPLE_TEXT,LOC_ID_ACCOUNTABLE_ORG,NOTAM_NUMBER,RELATED_NOTAM_NUMBER,TEXT,Q_CODE,Q_CODE_INTERPRETATION,A_CODE,B_CODE,C_CODE,D_CODE,E_CODE,F_CODE,G_CODE,CLASSIFICATION,POSSIBLE_NOTAM_ID,MIN_ALT,MAX_ALT,MIN_ALT_REF_TYPE,MAX_ALT_REF_TYPE,POSSIBLE_START_DATE,POSSIBLE_END_DATE,ISSUE_DATE,CANCELED_DATE,AFFECTED_FIR,DESIGNATOR,DESIGNATOR_NAME,LOCATION_NAME,ACCOUNT_ID,LOCATION_CODE,LAUNCHES_REC_ID
39,FNS_ID_43122714,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T1918Z_tmp.xml,P4787/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"MAY 31 2200-JUN 01 1600, JUN 01 2200-02 1600, 02 2200-03 1600, 03 2200-04 0700, 05 2200-06 1600, 06 2200-07 1600, 07 2200-08 1600, 08 2200-09 1600, 09 2200-10 1600, 10 2200-11 0700, 12 2200-13 1600, 13 2200-14 1600, 14 2200-15 1600, 15 2200-16 1600, 16 2200-17 1600, 17 2200-18 0700, 19 2200-20 1600, 20 2200-21 1600, 21 2200-22 1600, 22 2200-23 1600, 23 2200-24 1600, 24 2200-25 0700, 26 2200-27 1600, 27 2200-28 1600, 28 2200-29 1600, 29 2200-30 1600 AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 504800N1363600E-513200N1353500E-515100N1360800E-505100N1364700E.",UHHH/QRTCA/IV/BO/W/090/200/5120N13622E035,TEMPORARY RESTRICTED AREA ACTIVATED,UHHH,00:00.0,00:00.0,NULL,"MAY 31 2200-JUN 01 1600, JUN 01 2200-02 1600, 02 2200-03 1600, 03 2200-04 0700, 05 2200-06 1600, 06 2200-07 1600, 07 2200-08 1600, 08 2200-09 1600, 09 2200-10 1600, 10 2200-11 0700, 12 2200-13 1600, 13 2200-14 1600, 14 2200-15 1600, 15 2200-16 1600, 16 2200-17 1600, 17 2200-18 0700, 19 2200-20 1600, 20 2200-21 1600, 21 2200-22 1600, 22 2200-23 1600, 23 2200-24 1600, 24 2200-25 0700, 26 2200-27 1600, 27 2200-28 1600, 28 2200-29 1600, 29 2200-30 1600 AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 504800N1363600E-513200N1353500E-515100N1360800E-505100N1364700E.",FL090,FL200,INTL,P4787/16 NOTAMN,90,200,MSL,MSL,00:00.0,00:00.0,29:00.0,08:00.0,UHHH,NULL,NULL,KHABAROVSK NOVY,UUUUYNYX,UHHH,NULL
40,FNS_ID_43123260,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T1918Z_tmp.xml,P4789/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"MAY 31 2200-JUN 01 1600, JUN 01 2200-02 1600, 02 2200-03 1600,   03 2200-04 0700, 05 2200-06 1600, 06 2200-07 1600,   07 2200-08 1600, 08 2200-09 1600, 09 2200-10 1600,   10 2200-11 0700, 12 2200-13 1600, 13 2200-14 1600,   14 2200-15 1600, 15 2200-16 1600, 16 2200-17 1600,   17 2200-18 0700, 19 2200-20 1600, 20 2200-21 1600,   21 2200-22 1600, 22 2200-23 1600, 23 2200-24 1600,   24 2200-25 0700, 26 2200-27 1600, 27 2200-28 1600,   28 2200-29 1600, 29 2200-30 1600 AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 504500N1370000E-504400N1373900E-502100N1370700E-502200N1370100E.",UHHH/QRTCA/IV/BO/W/030/220/5033N13720E018,TEMPORARY RESTRICTED AREA ACTIVATED,UHHH,00:00.0,00:00.0,NULL,"MAY 31 2200-JUN 01 1600, JUN 01 2200-02 1600, 02 2200-03 1600,   03 2200-04 0700, 05 2200-06 1600, 06 2200-07 1600,   07 2200-08 1600, 08 2200-09 1600, 09 2200-10 1600,   10 2200-11 0700, 12 2200-13 1600, 13 2200-14 1600,   14 2200-15 1600, 15 2200-16 1600, 16 2200-17 1600,   17 2200-18 0700, 19 2200-20 1600, 20 2200-21 1600,   21 2200-22 1600, 22 2200-23 1600, 23 2200-24 1600,   24 2200-25 0700, 26 2200-27 1600, 27 2200-28 1600,   28 2200-29 1600, 29 2200-30 1600 AIRSPACE CLSD WI 5KM EITHER SIDE OF LINE JOINING POINTS: 504500N1370000E-504400N1373900E-502100N1370700E-502200N1370100E.",FL030,FL220,INTL,P4789/16 NOTAMN,30,220,MSL,MSL,00:00.0,00:00.0,36:00.0,07:00.0,UHHH,NULL,NULL,KHABAROVSK NOVY,UUUUYNYX,UHHH,NULL
41,FNS_ID_43134982,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T1918Z_tmp.xml,0016/16,NOTAMN,NULL,!UNV 05/016 UNV TWY A WIP CONST ADJ  DLY 1100-2300 1605251100-1606302300,UNV,05/016,NULL,TWY A WIP CONST ADJ DLY 1100-2300,NULL,NULL,NULL,NULL,NULL,NULL,TWY A WIP CONST ADJ DLY 1100-2300,NULL,NULL,DOM,0016/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,00:00.0,10:00.0,NULL,NULL,UNV,UNIVERSITY PARK,UNIVERSITY PARK,UNV,KUNV,NULL
42,FNS_ID_43123938,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,L0023/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,OPTION 1//HANGAR 233: A STERILE FLIGHTLINE. NO FLYING OR GROUND OPERATIONS.,ZME/QXXXX/IV/NBO/A/000/999/3455N09208W005,NULL,KLRF,15:00.0,45:00.0,NULL, OPTION 1//HANGAR 233: A STERILE FLIGHTLINE. NO FLYING OR GROUND OPERATIONS.,0,999,MIL,L0023/16 NOTAMN,0,999,MSL,MSL,15:00.0,45:00.0,45:00.0,28:00.0,ZME,NULL,NULL,LITTLE ROCK AFB,KLRF,LRF,NULL
43,FNS_ID_43103139,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/044,NOTAMN,NULL,!ONT 05/044 ONT NAV ILS RWY 26L OUT OF SERVICE 1605241500-1605242200,ONT,05/044,NULL,NAV ILS RWY 26L OUT OF SERVICE,ZLA//I/NBO/A/000/999/3403N11736W005,NULL,KONT,00:00.0,00:00.0,NULL, NAV ILS RWY 26L OUT OF SERVICE ,0,999,DOM,0044/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,01:00.0,21:00.0,ZLA,ONT,ONTARIO INTL,ONTARIO INTL,ONT,KONT,NULL
44,FNS_ID_43134929,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/018,NOTAMR,NULL,!BLI 05/018 BLI NAV ILS RWY 16 GP OUT OF SERVICE 1605241905-1605242300,BLI,05/018,NULL,NAV ILS RWY 16 GP OUT OF SERVICE,ZSE//I/NBO/A/000/999/4847N12232W005,NULL,KBLI,05:00.0,00:00.0,NULL, NAV ILS RWY 16 GP OUT OF SERVICE ,0,999,DOM,0018/16 NOTAMN,0,999,MSL,MSL,05:00.0,00:00.0,05:00.0,NULL,ZSE,BLI,BELLINGHAM INTL,BELLINGHAM INTL,BLI,KBLI,NULL
45,FNS_ID_43135058,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0114/16,NULL,NULL,!YUL 05/114 YUL  CYUL RWY 10/28 CLSD AVBL AS TWY BTN TWY F AND THR 28  1605250330-1605251000,YUL,05/114,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY BTN TWY F AND THR 28,NULL,NULL,NULL,NULL,NULL,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY BTN TWY F AND THR 28,NULL,NULL,DOM,0114/16,NULL,NULL,NULL,NULL,30:00.0,00:00.0,18:00.0,NULL,NULL,NULL,NULL,PIERRE ELLIOTT TRUDEAU INTL,YUL,YUL,NULL
46,FNS_ID_43135055,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/074,NOTAMN,NULL,!FLL 05/074 FLL NAV ILS RWY 28L LOC/GP OUT OF SERVICE 1605251100-1605251230,FLL,05/074,NULL,NAV ILS RWY 28L LOC/GP OUT OF SERVICE,ZMA//I/NBO/A/000/999/2604N08008W005,NULL,KFLL,00:00.0,30:00.0,NULL, NAV ILS RWY 28L LOCALIZER/GP OUT OF SERVICE ,0,999,DOM,0074/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,22:00.0,NULL,ZMA,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,KFLL,NULL
47,FNS_ID_43135054,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/073,NOTAMN,NULL,!FLL 05/073 FLL NAV ILS RWY 10R LOC/GP OUT OF SERVICE 1605251100-1605251230,FLL,05/073,NULL,NAV ILS RWY 10R LOC/GP OUT OF SERVICE,ZMA//I/NBO/A/000/999/2604N08008W005,NULL,KFLL,00:00.0,30:00.0,NULL, NAV ILS RWY 10R LOCALIZER/GP OUT OF SERVICE ,0,999,DOM,0073/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,22:00.0,NULL,ZMA,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,KFLL,NULL
48,FNS_ID_43135047,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/012,NOTAMN,NULL,!GBG 05/012 GBG NAV ILS RWY 03 OUT OF SERVICE 1605251430-1605252030,GBG,05/012,NULL,NAV ILS RWY 03 OUT OF SERVICE,ZAU//I/NBO/A/000/999/4056N09025W005,NULL,KGBG,30:00.0,30:00.0,NULL, NAV ILS RWY 03 OUT OF SERVICE ,0,999,DOM,0012/16 NOTAMN,0,999,MSL,MSL,30:00.0,30:00.0,20:00.0,NULL,ZAU,GBG,GALESBURG MUNI,GALESBURG MUNI,GBG,KGBG,NULL
49,FNS_ID_43135056,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0811/16,NULL,NULL,!SUAW 05/811 ZSE AIRSPACE W570 ACT SFC-FL500 1605251915-1605252215,SUAW,05/811,NULL,W570 ACT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,W570 ACT,SFC,FL500,DOM,0811/16,0,500,AGL,MSL,15:00.0,15:00.0,20:00.0,NULL,NULL,NULL,NULL,ZSE ARTCC,SUAW,ZSE,NULL
50,FNS_ID_43134955,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0108/16,NOTAMN,NULL,!RNO 05/108 RNO RWY 16R/34L CLSD   1605251400-1605252359,RNO,05/108,NULL,RWY 16R/34L CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 16R/34L CLSD,NULL,NULL,DOM,0108/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,59:00.0,08:00.0,NULL,NULL,RNO,RENO/TAHOE INTL,RENO/TAHOE INTL,RNO,KRNO,NULL
51,FNS_ID_43135049,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0010/16,NOTAMN,NULL,!EXX 05/010 EXX RWY 06 THR DISPLACED 1400FT  1605251200-1605252359,EXX,05/010,NULL,RWY 06 THR DISPLACED 1400FT,NULL,NULL,NULL,NULL,NULL,NULL,RWY 06 THR DISPLACED 1400FT,NULL,NULL,DOM,0010/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,59:00.0,21:00.0,NULL,NULL,EXX,DAVIDSON COUNTY,DAVIDSON COUNTY,EXX,KEXX,NULL
52,FNS_ID_43135052,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0011/16,NOTAMN,NULL,!EXX 05/011 EXX TWY A BTN RWY 06/24 AND TWY A2 CLSD   1605251200-1605252359,EXX,05/011,NULL,TWY A BTN RWY 06/24 AND TWY A2 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY A BTN RWY 06/24 AND TWY A2 CLSD,NULL,NULL,DOM,0011/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,59:00.0,21:00.0,NULL,NULL,EXX,DAVIDSON COUNTY,DAVIDSON COUNTY,EXX,KEXX,NULL
53,FNS_ID_43134950,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/042,NOTAMN,NULL,!HSV 05/042 HSV NAV ILS RWY 36L GP OUT OF SERVICE 1605251300-1605261900,HSV,05/042,NULL,NAV ILS RWY 36L GP OUT OF SERVICE,ZME//I/NBO/A/000/999/3438N08646W005,NULL,KHSV,00:00.0,00:00.0,NULL, NAV ILS RWY 36L GP OUT OF SERVICE ,0,999,DOM,0042/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,07:00.0,NULL,ZME,HSV,HUNTSVILLE INTL-CARL T JONES FIELD,HUNTSVILLE INTL-CARL T JONES FIELD,HSV,KHSV,NULL
54,FNS_ID_43134926,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,05/041,NOTAMR,NULL,!HSV 05/041 HSV NAV ILS RWY 36L LOC OUT OF SERVICE 1605261300-1605261900,HSV,05/041,NULL,NAV ILS RWY 36L LOC OUT OF SERVICE,ZME//I/NBO/A/000/999/3438N08646W005,NULL,KHSV,00:00.0,00:00.0,NULL, NAV ILS RWY 36L LOCALIZER OUT OF SERVICE ,0,999,DOM,0041/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,04:00.0,NULL,ZME,HSV,HUNTSVILLE INTL-CARL T JONES FIELD,HUNTSVILLE INTL-CARL T JONES FIELD,HSV,KHSV,NULL
55,FNS_ID_43135017,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0174/16,NOTAMN,NULL,!ABQ 05/174 ZAB AIRSPACE PJE WI AN AREA DEFINED AS 3NM RADIUS OF TFD091025 (8NM E E60) SFC-13000FT  1605261600-1605262000,ABQ,05/174,NULL,AIRSPACE PJE WI AN AREA DEFINED AS 3NM RADIUS OF TFD091025 (8NM E E60) SFC-13000FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE PJE WI AN AREA DEFINED AS 3NM RADIUS OF TFD091025 (8NM E E60) SFC-13000FT,NULL,NULL,DOM,0174/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,19:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,ABQ,ZAB,NULL
56,FNS_ID_43051718,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0124/16,NOTAMN,NULL,!RDU 05/124 AFP OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE 1605112047-1605262005,RDU,05/124,NULL,OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0124/16 NOTAMN,NULL,NULL,NULL,NULL,47:00.0,05:00.0,49:00.0,23:00.0,NULL,AFP,ANSON COUNTY -  JEFF CLOUD FIELD,ANSON COUNTY -  JEFF CLOUD FIELD,RDU,KAFP,NULL
57,FNS_ID_43135028,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0053/16,NULL,NULL,!YEG 05/053 YEG  CYEG UNMANNED AERIAL VEHICLE OPS RADIUS 0.3 NM CENTRE 531842N 1133156W (APRX 1.7 NM ENE AD) SFC TO 400 FT AGL. 3 FT WINGSPAN. WEIGHT 4 LB. COLOUR BLACK AND WHITE. 1800-2100 DLY  1605251800-1605262100,YEG,05/053,NULL,CYEG UNMANNED AERIAL VEHICLE OPS RADIUS 0.3 NM CENTRE 531842N 1133156W (APRX 1.7 NM ENE AD) SFC TO 400 FT AGL. 3 FT WINGSPAN. WEIGHT 4 LB. COLOUR BLACK AND WHITE. 1800-2100 DLY,NULL,NULL,NULL,NULL,NULL,SFC TO 400 FT AGL. 3 FT WINGSPAN. WEIGHT 4 LB. COLOUR BLACK AND WHITE. 1800-2100 DLY  1605251800-1605262100,CYEG UNMANNED AERIAL VEHICLE OPS RADIUS 0.3 NM CENTRE 531842N 1133156W (APRX 1.7 NM ENE AD) SFC TO 400 FT AGL. 3 FT WINGSPAN. WEIGHT 4 LB. COLOUR BLACK AND WHITE. 1800-2100 DLY,NULL,NULL,DOM,0053/16,0,NULL,AGL,NULL,00:00.0,00:00.0,17:00.0,NULL,NULL,NULL,NULL,EDMONTON INTL,YEG,YEG,NULL
58,FNS_ID_43134949,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0107/16,NOTAMN,NULL,!RNO 05/107 RNO RWY 16L/34R CLSD  1605260700-1605270300,RNO,05/107,NULL,RWY 16L/34R CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 16L/34R CLSD,NULL,NULL,DOM,0107/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,00:00.0,08:00.0,NULL,NULL,RNO,RENO/TAHOE INTL,RENO/TAHOE INTL,RNO,KRNO,NULL
59,FNS_ID_43135050,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0007/16,NOTAMN,NULL,!WVL 05/007 WVL TWY A NORTH RWY 14/32 CLSD  1605241921-1605271200,WVL,05/007,NULL,TWY A NORTH RWY 14/32 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY A NORTH RWY 14/32 CLSD,NULL,NULL,DOM,0007/16 NOTAMN,NULL,NULL,NULL,NULL,21:00.0,00:00.0,21:00.0,NULL,NULL,WVL,WATERVILLE ROBERT LAFLEUR,WATERVILLE ROBERT LAFLEUR,WVL,KWVL,NULL
60,FNS_ID_43135075,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,M0608/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"HIGH SPEED/LOW ALTITUDE AEROBATIC AIRCRAFT WITHIN 5NM RADIUS OF 342315N1031903W SFC TO 17,999FT MSL; AVOIDANCE ADVISED. REF FDC 6/7568",ZAB/QXXXX/IV/NBO/A/000/999/3422N10319W005,NULL,KCVS,00:00.0,00:00.0,DLY 1500-2300 ," HIGH SPEED/LOW ALTITUDE AEROBATIC AIRCRAFT WITHIN 5NM RADIUS OF 342315N1031903W SFC TO 17,999FT MSL; AVOIDANCE ADVISED. REF FDC 6/7568",0,999,MIL,M0608/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,24:00.0,NULL,ZAB,NULL,NULL,CANNON AFB,KCVS,CVS,NULL
61,FNS_ID_43135040,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0235/16,NOTAMN,NULL,!RDU 05/235 AFP OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE 1605241919-1606081919,RDU,05/235,NULL,OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1045157) 350919.80N0795714.70W (10.2NM NE AFP) 794.0FT (419.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0235/16 NOTAMN,NULL,NULL,NULL,NULL,19:00.0,19:00.0,23:00.0,NULL,NULL,AFP,ANSON COUNTY -  JEFF CLOUD FIELD,ANSON COUNTY -  JEFF CLOUD FIELD,RDU,KAFP,NULL
62,FNS_ID_43135024,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0324/16,NOTAMN,NULL,!LAN 05/324 Y65 OBST TOWER LGT (ASR 1206493) 451236.30N0843722.80W  (12.0NM S Y65) 1242.1FT (268.0FT AGL) OUT OF SERVICE 1605241918-1606232359,LAN,05/324,NULL,OBST TOWER LGT (ASR 1206493) 451236.30N0843722.80W (12.0NM S Y65) 1242.1FT (268.0FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1206493) 451236.30N0843722.80W (12.0NM S Y65) 1242.1FT (268.0FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0324/16 NOTAMN,NULL,NULL,NULL,NULL,18:00.0,59:00.0,21:00.0,NULL,NULL,Y65,CALVIN CAMPBELL MUNI,CALVIN CAMPBELL MUNI,LAN,Y65,NULL
63,FNS_ID_43109996,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0097/16,NULL,NULL,!YUL 05/097 YUL  CYUL RWY 10/28 CLSD AVBL AS TWY  1605201055-1607111930,YUL,05/097,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY,NULL,NULL,NULL,NULL,NULL,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY,NULL,NULL,DOM,0097/16,NULL,NULL,NULL,NULL,55:00.0,30:00.0,57:00.0,21:00.0,NULL,NULL,NULL,PIERRE ELLIOTT TRUDEAU INTL,YUL,YUL,NULL
64,FNS_ID_43135059,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T192929Z_tmp.xml,0115/16,NULL,NULL,!YUL 05/115 YUL  CYUL RWY 10/28 CLSD AVBL AS TWY MAY 24 1900-0330 MAY 25 1000-JUL 11 1930  1605241900-1607111930,YUL,05/115,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY MAY 24 1900-0330 MAY 25 1000-JUL 11 1930,NULL,NULL,NULL,NULL,NULL,NULL,CYUL RWY 10/28 CLSD AVBL AS TWY MAY 24 1900-0330 MAY 25 1000-JUL 11 1930,NULL,NULL,DOM,0115/16,NULL,NULL,NULL,NULL,00:00.0,30:00.0,21:00.0,NULL,NULL,NULL,NULL,PIERRE ELLIOTT TRUDEAU INTL,YUL,YUL,NULL
65,FNS_ID_43135138,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,A0610/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,CRANE OPERATING SOUTH OF RWY 13/31 NEAR THE THR DURING OPERATIONAL HOURS. BOOM WILL BE LOWERED FOR TRAFFIC.,TTZP/QOBCE/IV/M/AE/000/999/1242N06120W025,OBSTACLE ERECTED,TVSC,00:00.0,00:00.0,NULL,CRANE OPERATING SOUTH OF RWY 13/31 NEAR THE THR DURING OPERATIONAL HOURS. BOOM WILL BE LOWERED FOR TRAFFIC. ,0,999,INTL,A0610/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,28:00.0,NULL,TTZP,NULL,NULL,CANOUAN,TTPPYNYX,TVSC,NULL
66,FNS_ID_43135127,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,0547/16,NOTAMN,NULL,!FTW 05/547 ZFW AIRSPACE UAS WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL   1605241931-1605250100,FTW,05/547,NULL,AIRSPACE UAS WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UAS WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL,NULL,NULL,DOM,0547/16 NOTAMN,0,NULL,AGL,NULL,31:00.0,00:00.0,31:00.0,NULL,NULL,NULL,NULL,ZFW ARTCC,FTW,ZFW,NULL
67,FNS_ID_43126342,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,0520/16,NOTAMN,NULL,!FTW 05/520 ZFW AIRSPACE WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL  1605241230-1605250100,FTW,05/520,NULL,AIRSPACE WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE WI AN AREA DEFINED AS 43NM RADIUS OF GZL SFC-400FT AGL,NULL,NULL,DOM,0520/16 NOTAMN,0,NULL,AGL,NULL,30:00.0,00:00.0,59:00.0,31:00.0,NULL,NULL,NULL,ZFW ARTCC,FTW,ZFW,NULL
68,FNS_ID_43135007,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,0138/16,NOTAMN,NULL,!COS 05/138 COS APRON INFIELD MIL RAMP CLSD 1605241916-1605250700,COS,05/138,NULL,APRON INFIELD MIL RAMP CLSD,NULL,NULL,NULL,NULL,NULL,NULL,APRON INFIELD MIL RAMP CLSD,NULL,NULL,DOM,0138/16 NOTAMN,NULL,NULL,NULL,NULL,16:00.0,00:00.0,16:00.0,NULL,ZDV,COS,CITY OF COLORADO SPRINGS MUNI,CITY OF COLORADO SPRINGS MUNI,COS,KCOS,NULL
69,FNS_ID_43135018,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,05/002,NOTAMN,NULL,!ENN 05/002 ENN NAV VORTAC OUT OF SERVICE 1605251800-1605252200,ENN,05/002,NULL,NAV VORTAC OUT OF SERVICE,NULL,NULL,ENN,00:00.0,00:00.0,NULL,NAV VORTAC OUT OF SERVICE,0,999,DOM,0002/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,17:00.0,NULL,ZAN,ENN,NULL,ENN-VORTAC,ENN,ENN,NULL
70,FNS_ID_43135137,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,A4191/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,ENN VORTAC U/S,PAZA/QNTAS/IV/BO/AE/000/999/6435N14904W005,VORTAC UNSERVICEABLE,PAFA,00:00.0,00:00.0,NULL,ENN VORTAC U/S ,0,999,INTL,A4191/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,28:00.0,NULL,PAZA,NULL,NULL,FAIRBANKS INTL,PAFA,FAI,NULL
71,FNS_ID_43135136,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T193838Z_tmp.xml,A1993/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,W570 ACT,KZSE/QRRCA/IV/BO/W/000/500/,RESTRICTED AREA ACTIVATED,KZSE,15:00.0,15:00.0,NULL,W570 ACT,SFC,FL500,INTL,A1993/16 NOTAMN,0,500,AGL,MSL,15:00.0,15:00.0,30:00.0,NULL,KZSE,NULL,NULL,ZSE ARTCC,KZSE,ZSE,NULL
